id_pracownika,imie,nazwisko,pesel,id_miasta,id_ulicy,numer_budynku,numer_mieszkania,kod_pocztowy,id_hurtowni,id_stanowiska
860,Wood,Cometti,45125970945,252,343,90,127,34223,1,4
861,Rolando,Waistell,52377754707,388,321,409,56,84569,206,90
862,Thurston,Togher,46187661156,245,255,140,41,78364,87,61
863,Foss,Sartain,41867579820,110,345,137,113,33088,14,97
864,Cari,Pawelek,55172123216,244,73,408,2,74982,82,26
865,Westbrooke,Velte,40702576497,308,385,621,112,47612,15,43
866,Mic,Tomaselli,43614991650,312,343,566,109,48437,140,36
867,Catherin,Cupper,62141703584,369,138,696,75,44373,136,75
868,Ulric,Johantges,40779077603,75,198,520,68,69958,282,82
869,Royal,Maffia,26212988590,36,5,119,140,15688,172,52
870,Carly,Giacomuzzo,24123838308,300,28,209,7,31490,219,6
871,Dona,Gligorijevic,38182825124,281,53,672,164,97469,3,96
872,Val,Trenouth,46004279434,61,115,368,102,40195,79,39
873,Birdie,Cure,28963419388,181,334,271,58,37542,195,35
874,Johann,Skacel,14336061181,48,147,45,103,66323,181,39
875,Minna,Charsley,25291673308,207,8,89,146,95559,15,62
876,Ozzie,Bewfield,41605443781,58,13,696,64,51929,114,89
877,Gavrielle,Prendiville,99237255600,263,140,278,152,71269,81,12
878,Halsey,Kindon,13065107916,226,104,26,54,78532,175,71
879,Marice,Bounds,91602008829,267,152,249,53,44879,86,20
880,Madelle,Bartos,46934798915,93,335,345,66,35671,249,8
881,Rube,Dow,94617521141,318,34,697,6,99027,255,39
882,Kendall,Hamsson,58923141872,116,267,627,190,92204,240,32
883,Cindy,Garrioch,61978231019,107,315,464,53,99761,167,84
884,Felike,Luesley,33782658279,73,10,292,95,28765,286,28
885,Elene,Frogley,24597884451,328,341,23,89,48793,142,34
886,Tibold,Blanket,27665546302,196,118,365,64,41950,268,42
887,Andie,Gasticke,93764400264,332,119,187,103,37483,226,49
888,Lothaire,Gaskamp,86540585402,321,166,341,181,38911,222,47
889,Griffin,Hanlin,68493012535,386,54,463,84,20136,188,16
890,Harwell,Houndesome,41615569315,238,89,639,69,25571,165,25
891,Easter,Jouanny,27259773753,336,84,519,25,55845,26,6
892,Bird,O'Kielt,41011161966,340,184,80,55,95591,165,26
893,Saxon,Cleaton,51010733176,165,148,603,17,81311,178,65
894,Roberta,Dugald,83594894081,164,147,330,62,16409,75,80
895,Cookie,Rettie,41929048824,308,127,530,82,79194,204,20
896,Gabriell,Stark,13413844313,183,67,432,161,14917,84,79
897,Ruby,Morlon,78091218226,279,17,634,143,19155,201,26
898,Vivi,Nand,90554898959,55,46,633,154,72533,190,24
899,Ofelia,Blencowe,96633897068,255,277,558,141,51338,51,41
900,Loren,Spridgen,52204806729,29,177,431,79,61401,91,15
901,Joli,Arthan,65654286803,328,297,631,112,87931,247,66
902,Jim,Sprigg,20772520704,279,156,427,12,60015,202,59
903,Moore,Lorimer,20362381849,292,169,372,131,72742,175,25
904,Elroy,Gabites,89796470849,98,297,665,16,73878,253,28
905,Amii,Hyam,16191158317,177,379,630,148,43072,109,50
906,Tiffani,Joderli,77263408169,130,133,541,117,71576,113,66
907,Mahalia,Dymott,31060409383,59,322,485,82,16759,119,4
908,Gerardo,Morphey,40830890969,109,134,99,97,17776,148,80
909,Laney,Cuniffe,31503137336,123,68,67,18,24632,72,94
910,Rafaello,Astman,63520686186,45,152,290,153,74836,3,94
911,Vonni,McTrustey,77630902433,69,156,155,55,15441,12,88
912,Rosalind,Crawford,97999477414,241,398,352,85,64713,280,43
913,Elaina,Edlington,34713324595,8,241,82,145,83403,160,40
914,Gerrard,Cummings,24840997064,33,107,371,89,55594,106,88
915,Margery,Fontell,73720370680,266,161,321,130,69077,11,26
916,Cad,Speakman,95097233517,130,197,476,74,24508,62,49
917,Ameline,Laydel,97783827623,60,197,42,102,52944,252,69
918,Prince,Grierson,66089882116,64,210,497,190,42421,133,25
919,Fionnula,Fagge,87611262828,363,33,532,149,88425,129,8
920,Vinny,Lockton,44406691386,333,82,483,170,44746,52,59
921,Randal,Meredyth,27679228937,201,264,114,15,59494,68,91
922,Niki,Braiden,64773906018,290,7,267,91,99307,103,56
923,Leah,Tretter,41006224114,395,286,161,102,44290,197,92
924,Malissia,Sixsmith,85214836346,179,308,334,71,64891,148,42
925,Ario,Masse,67978952503,134,63,217,180,87510,182,98
926,Marleen,Klageman,62061039397,250,222,345,1,93789,46,5
927,Berget,Foote,47505552584,69,372,408,71,78435,89,58
928,Esmeralda,Schrader,50750769638,32,301,24,91,86713,115,98
929,Clare,Denley,11701471864,190,274,227,163,28239,2,95
930,Tammy,Kleinsinger,46166361783,264,299,197,79,12602,3,20
931,Percival,Martinson,19536053428,274,388,284,29,36803,300,15
932,Morgan,Benazet,55000514788,239,237,25,154,79483,11,76
933,Ketty,Grenville,39558300257,363,7,108,131,95916,250,94
934,Jozef,Armistead,59005097345,31,121,524,89,53364,31,32
935,Sven,Moody,57257510796,33,172,377,75,36358,70,5
936,Bonnee,Broadstock,56488779133,42,128,604,33,68088,118,49
937,Mano,Kubacki,89383553000,18,246,337,1,35298,33,98
938,Aryn,O'Drought,66529291419,193,8,394,50,36467,63,28
939,Olga,Marcussen,39412239401,15,124,175,155,36808,300,76
940,Cord,Custed,63563124781,211,281,592,159,94987,194,4
941,Free,Clawley,47999283294,286,112,121,147,34590,82,86
942,Lezley,Waadenburg,19657986289,134,248,135,184,89652,285,10
943,Burtie,Parfitt,65212534098,380,191,665,90,80310,296,94
944,Raynell,Urquhart,63159844938,8,71,526,98,92935,226,25
945,Prudy,Noot,38114825251,189,355,625,141,84966,191,69
946,Elvera,Guymer,61676927240,363,271,602,197,27497,257,42
947,Abram,Chard,54190755251,371,396,577,1,55252,129,2
948,Abbott,De Vaan,81877383471,39,88,421,175,60969,105,1
949,Piper,Gatiss,78088153902,170,263,410,170,46594,159,13
950,Liane,Catterall,61554739504,16,195,427,84,27178,81,5
951,Austine,McClaughlin,92388901153,197,309,395,88,78609,247,14
952,Cathee,Coltart,57763825017,335,64,571,42,93168,202,28
953,Erny,Eshelby,62761683178,120,321,463,194,93704,88,68
954,Joey,Dobbyn,13364161674,83,232,533,106,54680,149,59
955,Con,Quaintance,70172156331,267,180,89,95,82701,139,89
956,Courtnay,Kitchingman,77582341467,342,376,174,80,70328,136,72
957,Randolph,Rodie,94322574135,279,198,466,27,85048,27,93
958,Hannis,Kettoe,76407643546,3,307,189,25,57765,192,89
959,Daphna,Girardetti,57747266824,79,188,109,37,63921,131,14
960,Honey,Boucher,85926095582,363,261,269,15,56066,263,75
961,Brinna,Lehrian,63999243010,52,269,138,103,23804,34,8
962,Estell,Shires,28251012425,302,345,649,56,72091,163,32
963,Buddie,Leggatt,60646364879,13,138,115,79,57315,283,26
964,Hadleigh,Grimbleby,81514783352,231,287,427,31,17877,94,28
965,Eugenius,Kneale,22211351200,226,353,604,139,99961,48,51
966,Florinda,Ledford,33645461426,394,38,620,16,42239,43,22
967,Chryste,Mottley,53968370747,297,368,692,46,31361,87,37
968,Neal,Rainville,31972857617,57,129,175,189,18254,278,55
969,Vitia,Minor,69708761155,34,184,103,190,43507,2,84
970,Drud,Constanza,91109446451,136,86,444,7,81814,81,30
971,Baxie,Goldis,52183373906,19,62,87,191,40487,88,96
972,Muffin,Fitzsimons,11384430321,135,40,78,103,87851,250,7
973,Maisey,Garroway,87759515775,168,62,274,124,32554,104,4
974,Wait,Fellow,97305046774,388,242,689,137,61948,113,90
975,Giustino,Habbert,24890654259,293,357,137,26,52861,132,82
976,Mahmoud,Fresson,27057247843,189,115,607,76,59402,55,15
977,Jayme,Toffano,63177821895,130,146,676,60,26180,254,64
978,Ethelda,Pyford,29075574462,5,388,433,28,63581,194,81
979,Abel,Calan,16715578371,268,79,547,191,93879,139,59
980,Port,Giacobazzi,89898229903,108,378,465,41,19604,100,67
981,Northrop,Robez,88119415877,83,111,602,88,29235,67,28
982,Clemmie,Garth,26925548448,176,215,46,20,70420,292,38
983,Esmaria,Simper,96880441105,322,26,529,123,40064,4,85
984,Anastasie,Paine,60138232227,7,306,120,136,54308,73,53
985,Arlan,Symington,28642107403,190,255,458,60,53611,123,93
986,Grayce,Ostick,29808156203,184,309,10,84,27182,189,98
987,Tobye,Cusack,27423544752,392,73,368,71,85258,178,44
988,Claudius,Workes,86594629791,343,49,675,121,40675,228,75
989,Zelma,Chittey,41627320277,372,158,632,79,32385,297,56
990,Stearn,Dobrowolny,75348156127,300,244,296,49,74087,168,4
991,Flint,Labram,11834788911,18,204,145,170,60880,78,95
992,Clemente,Klammt,82451175233,364,57,26,49,50965,200,11
993,Jeffy,Tibald,20648675751,188,68,440,102,75853,94,59
994,Pace,Brahm,38501106723,201,228,188,169,63126,271,25
995,Codi,Betho,90340083077,289,303,665,121,29239,98,18
996,Gaspard,Ibbs,39433520444,9,180,513,86,96135,62,21
997,Reagan,Fleming,48535796157,358,257,671,93,44209,16,25
998,Patsy,Burdell,47802368944,24,322,512,192,19694,6,49
999,Deeanne,Sedge,94835812873,159,68,357,172,67275,120,58
1000,Vinny,Edgcumbe,65403116344,15,84,390,163,50970,67,31
